trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return
2025-05-29,"NVL,JVC,POW,NAG,ANV,VCG",6,0.010438007060310358,0.012292054794347463,0.4705564081668854,0.004,0.006438007060310358,0.7159378238418297,-0.02707532881351793,0.016309441367353017
2025-05-30,"JVC,PNC,IDI,POW,DCL,HAG,ANV,ASM,VDS,EVG",10,0.018038422604160997,0.009949799125877987,0.46471184492111206,0.004,0.014038422604160997,0.746890635470753,-0.01341700111738775,0.02642151615869137
2025-06-02,"GMH,ASM,JVC,IDI,POW,DCL",6,-0.007988715276810074,-0.006808934457258526,0.48300328850746155,0.004,-0.011988715276810074,0.7329352235642512,-0.025244863787932892,0.019432679329646874
2025-06-03,"JVC,ASM,APG,POW,VOS,VHC,DCL,NVL,GEE,HAP",10,-0.018604484542110878,-0.013807687229980672,0.47199612855911255,0.004,-0.022604484542110878,0.7006948569849707,-0.04727870119678168,0.005356671741441943
2025-06-04,"EVG,ASM,CRE,IDI,JVC,DBC,VBB,ANV,VOS,NHA",10,-0.03128011669177807,-0.014287093627256752,0.4758872091770172,0.004,-0.035280116691778066,0.6474969234013739,-0.0808908197933016,-0.00900695315651534
2025-06-05,"ASM,ANV,IDI,HAP,NVL,JVC,VHC,HBS",8,-0.03448163270059844,-0.011924932568447162,0.47331681847572327,0.004,-0.03848163270059844,0.5906885396132817,-0.11625964167776393,-0.02082447841592394
2025-06-06,"EVS,EVG,ASM,DST,NVL,IDI,VOS",7,-0.020214084633331186,-0.004305792358142122,0.4563593864440918,0.004,-0.024214084633331186,0.5585342268482689,-0.13765860550806897,-0.025040604894040475
2025-06-09,"DST,ANV,APG,EVG,IDI,NVL,VPH",7,0.014406570310212054,0.017222552780897758,0.45994123816490173,0.004,0.010406570310212054,0.5809873597682305,-0.12868458915488235,-0.008249315252595868
2025-06-10,"DGW,APG,GEE,VPG,IDI,EVG,POW,ANV",8,0.01757272638849583,0.021771998912279978,0.474916934967041,0.004,0.01357272638849583,0.6087696180651081,-0.11685846348540163,0.013343079576977557
2025-06-11,"CTI,HAP,EVG,HT1",4,-0.02410024984636855,0.013073438001875078,0.46126872301101685,0.004,-0.02810024984636855,0.5699978683244922,-0.14167496131116764,0.026590957502456325
2025-06-12,"VPG,APG,NHA,DRI,EVG,VPH,ANV,CTI,HAP",9,-0.01887668805441234,0.010017764150818563,0.4730462431907654,0.004,-0.02287668805441234,0.5403615083180384,-0.1613105954705435,0.03687510359407886
2025-06-13,"S99,VPG,HAP,ANV,CTI",5,0.023067567645660092,0.01958791071316047,0.46014469861984253,0.004,0.019067567645660092,0.5758939016099356,-0.14531882851597966,0.057185320543978735
2025-06-16,"DCL,CTI,VPG",3,-0.02385617654955448,0.005913929465171457,0.4708522856235504,0.004,-0.02785617654955448,0.5382990984697626,-0.16912697812241861,0.0634374399612907
2025-06-17,"CTI,AGG,DRI,APG,DGW",5,0.013278008027899423,-0.00013387952918609796,0.4652564525604248,0.004,0.009278008027899423,0.5587246462485544,-0.1614181315552734,0.0632950674575099
