model_name,trading_date,symbol,predicted_signal,adjusted_signal,sell_probability,hold_probability,buy_probability,encode_sector,sector,close,volume,target_signal,target_return,predicted_signal_score,signal_confidence,buy_sell_margin,created_at
model3,2024-11-29,FCM,HOLD,HOLD,0.21171318,0.5816561,0.20663068,3,3,2.94,21600.0,HOLD,0.017006802721088565,-0.005082503,0.5816561,-0.005082503,2026-06-08 20:08:43
model3,2024-12-02,FCM,HOLD,HOLD,0.16310534,0.65830827,0.17858642,3,3,2.97,10100.0,BUY,0.026936026936026813,0.015481085,0.65830827,0.015481085,2026-06-08 20:08:43
model3,2024-12-03,FCM,HOLD,HOLD,0.15776686,0.66992867,0.1723045,3,3,2.98,5400.0,HOLD,-0.003355704697986517,0.014537632,0.66992867,0.014537632,2026-06-08 20:08:43
model3,2024-12-04,FCM,HOLD,HOLD,0.13925275,0.66350013,0.19724712,3,3,2.98,6900.0,HOLD,0.016778523489932917,0.057994366,0.66350013,0.057994366,2026-06-08 20:08:43
model3,2024-12-05,FCM,HOLD,HOLD,0.13769433,0.6900733,0.17223231,3,3,2.99,11000.0,HOLD,0.006688963210702115,0.034537986,0.6900733,0.034537986,2026-06-08 20:08:43
model3,2024-12-06,FCM,HOLD,HOLD,0.1267614,0.67957157,0.19366702,3,3,2.99,23400.0,HOLD,0.0,0.06690562,0.67957157,0.06690562,2026-06-08 20:08:43
model3,2024-12-09,FCM,HOLD,HOLD,0.24935755,0.5748049,0.17583752,3,3,3.05,3400.0,HOLD,-0.022950819672131084,-0.073520035,0.5748049,-0.073520035,2026-06-08 20:08:43
model3,2024-12-10,FCM,HOLD,HOLD,0.11158891,0.64320576,0.24520533,3,3,2.97,20200.0,HOLD,0.0033670033670032407,0.13361642,0.64320576,0.13361642,2026-06-08 20:08:43
model3,2024-12-11,FCM,HOLD,HOLD,0.22749506,0.52219516,0.25030974,3,3,3.03,31100.0,SELL,-0.03300330033003285,0.022814676,0.52219516,0.022814676,2026-06-08 20:08:43
model3,2024-12-12,FCM,HOLD,HOLD,0.18134716,0.60324997,0.21540287,3,3,3.01,3900.0,SELL,-0.03322259136212613,0.03405571,0.60324997,0.03405571,2026-06-08 20:08:43
model3,2024-12-13,FCM,HOLD,HOLD,0.12139082,0.6785377,0.20007145,3,3,2.99,8100.0,HOLD,-0.010033444816053616,0.078680634,0.6785377,0.078680634,2026-06-08 20:08:43
model3,2024-12-16,FCM,HOLD,HOLD,0.120745756,0.6813602,0.19789404,3,3,2.98,8900.0,HOLD,-0.01342281879194629,0.07714828,0.6813602,0.07714828,2026-06-08 20:08:43
model3,2024-12-17,FCM,HOLD,HOLD,0.15920907,0.62164795,0.219143,3,3,2.98,23600.0,HOLD,-0.016778523489932806,0.05993393,0.62164795,0.05993393,2026-06-08 20:08:43
model3,2024-12-18,FCM,HOLD,HOLD,0.10788948,0.69233584,0.19977471,3,3,2.93,58100.0,BUY,0.06825938566552892,0.09188523,0.69233584,0.09188523,2026-06-08 20:08:43
model3,2024-12-19,FCM,HOLD,HOLD,0.15954237,0.63469005,0.20576757,3,3,2.91,71800.0,BUY,0.1477663230240549,0.046225205,0.63469005,0.046225205,2026-06-08 20:08:43
model3,2024-12-20,FCM,HOLD,HOLD,0.19238937,0.6363234,0.17128724,3,3,2.96,25300.0,BUY,0.18243243243243246,-0.02110213,0.6363234,-0.02110213,2026-06-08 20:08:43
model3,2024-12-23,FCM,HOLD,HOLD,0.12125367,0.6733258,0.20542052,3,3,2.94,19500.0,BUY,0.1802721088435375,0.084166855,0.6733258,0.084166855,2026-06-08 20:08:43
model3,2024-12-24,FCM,HOLD,HOLD,0.10303273,0.7045838,0.19238345,3,3,2.93,22500.0,BUY,0.10238907849829348,0.08935072,0.7045838,0.08935072,2026-06-08 20:08:43
model3,2024-12-25,FCM,HOLD,HOLD,0.3226003,0.36358532,0.31381434,3,3,3.13,78700.0,BUY,0.03514376996805124,-0.008785963,0.36358532,-0.008785963,2026-06-08 20:08:43
model3,2024-12-26,FCM,SELL,HOLD,0.3352974,0.33485454,0.32984805,3,3,3.34,54100.0,SELL,-0.029940119760478945,-0.0054493546,0.3352974,-0.0054493546,2026-06-08 20:08:43
model3,2024-12-27,FCM,SELL,HOLD,0.40475035,0.27056676,0.32468286,3,3,3.5,482200.0,SELL,-0.042857142857142816,-0.080067486,0.40475035,-0.080067486,2026-06-08 20:08:43
model3,2024-12-30,FCM,SELL,HOLD,0.48399952,0.28696257,0.22903787,3,3,3.47,51200.0,SELL,-0.06628242074927948,-0.25496167,0.48399952,-0.25496167,2026-06-08 20:08:43
model3,2024-12-31,FCM,SELL,HOLD,0.40176353,0.30452,0.29371643,3,3,3.23,73500.0,HOLD,-0.015479876160990669,-0.1080471,0.40176353,-0.1080471,2026-06-08 20:08:43
model3,2025-01-02,FCM,HOLD,HOLD,0.3048375,0.37445953,0.32070303,3,3,3.24,90600.0,HOLD,-0.021604938271605034,0.015865535,0.37445953,0.015865535,2026-06-08 20:08:43
model3,2025-01-03,FCM,HOLD,HOLD,0.35008267,0.3582455,0.29167178,3,3,3.24,97900.0,SELL,-0.06172839506172845,-0.058410883,0.3582455,-0.058410883,2026-06-08 20:08:43
model3,2025-01-06,FCM,SELL,HOLD,0.41105926,0.30472106,0.28421962,3,3,3.35,47700.0,SELL,-0.08656716417910448,-0.12683964,0.41105926,-0.12683964,2026-06-08 20:08:43
model3,2025-01-07,FCM,SELL,HOLD,0.360587,0.35141733,0.28799564,3,3,3.24,35500.0,SELL,-0.0771604938271605,-0.072591364,0.360587,-0.072591364,2026-06-08 20:08:43
model3,2025-01-08,FCM,HOLD,HOLD,0.38269457,0.40169522,0.21561024,3,3,3.18,11100.0,SELL,-0.028301886792452935,-0.16708434,0.40169522,-0.16708434,2026-06-08 20:08:43
model3,2025-01-09,FCM,HOLD,HOLD,0.20173003,0.48859993,0.30967006,3,3,3.17,30200.0,HOLD,-0.018927444794952675,0.10794003,0.48859993,0.10794003,2026-06-08 20:08:43
model3,2025-01-10,FCM,BUY,HOLD,0.2010653,0.3990223,0.39991236,3,3,3.04,58200.0,BUY,0.03947368421052633,0.19884706,0.39991236,0.19884706,2026-06-08 20:08:43
model3,2025-01-13,FCM,HOLD,HOLD,0.23053424,0.49051946,0.27894634,3,3,3.06,39600.0,HOLD,0.0,0.0484121,0.49051946,0.0484121,2026-06-08 20:08:43
model3,2025-01-14,FCM,HOLD,HOLD,0.1974864,0.47827762,0.324236,3,3,2.99,41800.0,BUY,0.03344481605351168,0.1267496,0.47827762,0.1267496,2026-06-08 20:08:43
model3,2025-01-15,FCM,SELL,HOLD,0.39256188,0.35588697,0.2515511,3,3,3.09,71200.0,HOLD,0.0,-0.14101079,0.39256188,-0.14101079,2026-06-08 20:08:43
model3,2025-01-16,FCM,HOLD,HOLD,0.28611308,0.43988714,0.27399978,3,3,3.11,63400.0,HOLD,0.016077170418006492,-0.012113303,0.43988714,-0.012113303,2026-06-08 20:08:43
model3,2025-01-17,FCM,SELL,HOLD,0.41441372,0.35343772,0.23214853,3,3,3.16,34200.0,SELL,-0.03164556962025322,-0.18226519,0.41441372,-0.18226519,2026-06-08 20:08:43
model3,2025-01-20,FCM,HOLD,HOLD,0.28075698,0.4460854,0.27315763,3,3,3.06,32500.0,HOLD,0.013071895424836555,-0.007599354,0.4460854,-0.007599354,2026-06-08 20:08:43
model3,2025-01-21,FCM,HOLD,HOLD,0.32340336,0.43514028,0.24145642,3,3,3.09,14500.0,HOLD,0.016181229773462924,-0.08194694,0.43514028,-0.08194694,2026-06-08 20:08:43
model3,2025-01-22,FCM,HOLD,HOLD,0.27161193,0.5025052,0.2258829,3,3,3.09,63100.0,HOLD,0.009708737864077666,-0.045729026,0.5025052,-0.045729026,2026-06-08 20:08:43
model3,2025-01-23,FCM,HOLD,HOLD,0.35423222,0.44082794,0.20493989,3,3,3.16,58100.0,BUY,0.053797468354430444,-0.14929233,0.44082794,-0.14929233,2026-06-08 20:08:43
model3,2025-01-24,FCM,HOLD,HOLD,0.29548052,0.444366,0.2601535,3,3,3.06,30000.0,BUY,0.1633986928104576,-0.035327017,0.444366,-0.035327017,2026-06-08 20:08:43
model3,2025-02-05,FCM,HOLD,HOLD,0.18331704,0.5765855,0.24009755,3,3,3.12,41200.0,BUY,0.16666666666666674,0.056780517,0.5765855,0.056780517,2026-06-08 20:08:43
model3,2025-02-06,FCM,SELL,HOLD,0.3585932,0.31019083,0.33121595,3,3,3.33,101300.0,BUY,0.1651651651651651,-0.027377248,0.3585932,-0.027377248,2026-06-08 20:08:43
model3,2025-02-07,FCM,BUY,HOLD,0.3316349,0.28382635,0.3845387,3,3,3.56,95800.0,BUY,0.1657303370786518,0.0529038,0.3845387,0.0529038,2026-06-08 20:08:43
model3,2025-02-10,FCM,BUY,HOLD,0.36909777,0.21792513,0.41297713,3,3,3.8,846800.0,BUY,0.16842105263157903,0.04387936,0.41297713,0.04387936,2026-06-08 20:08:43
model3,2025-02-14,FCM,BUY,HOLD,0.3541135,0.25412413,0.39176238,3,3,4.15,366100.0,BUY,0.16626506024096366,0.037648886,0.39176238,0.037648886,2026-06-08 20:08:43
model3,2025-02-17,FCM,BUY,HOLD,0.36968407,0.22018494,0.41013098,3,3,4.44,886600.0,BUY,0.0855855855855856,0.040446907,0.41013098,0.040446907,2026-06-08 20:08:43
model3,2025-02-18,FCM,BUY,HOLD,0.38130343,0.19938135,0.41931522,3,3,4.75,2613800.0,SELL,-0.03368421052631587,0.03801179,0.41931522,0.03801179,2026-06-08 20:08:43
model3,2025-02-19,FCM,SELL,HOLD,0.4805228,0.17224495,0.34723222,3,3,4.84,1780700.0,SELL,-0.03925619834710736,-0.13329059,0.4805228,-0.13329059,2026-06-08 20:08:43
model3,2025-02-20,FCM,SELL,HOLD,0.4213621,0.16032474,0.4183132,3,3,5.17,1550500.0,SELL,-0.07736943907156679,-0.0030488968,0.4213621,-0.0030488968,2026-06-08 20:08:43
model3,2025-02-21,FCM,SELL,HOLD,0.47100276,0.20751283,0.32148445,3,3,4.84,885800.0,SELL,-0.04338842975206614,-0.14951831,0.47100276,-0.14951831,2026-06-08 20:08:43
model3,2025-02-24,FCM,SELL,HOLD,0.4738337,0.21650262,0.30966368,3,3,4.82,1092300.0,SELL,-0.10373443983402486,-0.16417003,0.4738337,-0.16417003,2026-06-08 20:08:43
model3,2025-02-25,FCM,SELL,HOLD,0.37984115,0.2503622,0.36979663,3,3,4.59,522400.0,SELL,-0.10239651416121998,-0.010044515,0.37984115,-0.010044515,2026-06-08 20:08:43
model3,2025-02-26,FCM,BUY,HOLD,0.3592635,0.27667928,0.36405718,3,3,4.65,241700.0,SELL,-0.14408602150537642,0.0047936738,0.36405718,0.0047936738,2026-06-08 20:08:43
model3,2025-02-27,FCM,SELL,HOLD,0.38386565,0.26697046,0.34916386,3,3,4.77,328000.0,SELL,-0.17610062893081746,-0.034701794,0.38386565,-0.034701794,2026-06-08 20:08:43
model3,2025-02-28,FCM,SELL,HOLD,0.37934804,0.26987076,0.3507812,3,3,4.63,432300.0,SELL,-0.11015118790496758,-0.028566837,0.37934804,-0.028566837,2026-06-08 20:08:43
model3,2025-03-03,FCM,SELL,HOLD,0.39877403,0.23514159,0.3660844,3,3,4.32,687400.0,SELL,-0.04629629629629628,-0.03268963,0.39877403,-0.03268963,2026-06-08 20:08:43
model3,2025-03-04,FCM,SELL,HOLD,0.37687957,0.26814878,0.3549717,3,3,4.12,443500.0,HOLD,-0.021844660194174748,-0.021907866,0.37687957,-0.021907866,2026-06-08 20:08:43
model3,2025-03-06,FCM,SELL,HOLD,0.39606324,0.26997703,0.3339598,3,3,3.98,270400.0,HOLD,-0.007537688442211032,-0.06210345,0.39606324,-0.06210345,2026-06-08 20:08:43
model3,2025-03-07,FCM,SELL,HOLD,0.37884825,0.28719527,0.33395645,3,3,3.93,323900.0,HOLD,0.0025445292620864812,-0.044891804,0.37884825,-0.044891804,2026-06-08 20:08:43
model3,2025-03-10,FCM,SELL,HOLD,0.3993999,0.3182366,0.28236353,3,3,4.12,411700.0,HOLD,-0.01456310679611661,-0.11703637,0.3993999,-0.11703637,2026-06-08 20:08:43
model3,2025-03-11,FCM,HOLD,HOLD,0.34268323,0.36605465,0.2912621,3,3,4.12,441400.0,SELL,-0.029126213592232997,-0.051421136,0.36605465,-0.051421136,2026-06-08 20:08:43
model3,2025-03-12,FCM,SELL,HOLD,0.377188,0.32561788,0.29719412,3,3,4.03,228400.0,HOLD,-0.022332506203474045,-0.079993874,0.377188,-0.079993874,2026-06-08 20:08:43
model3,2025-03-13,FCM,BUY,HOLD,0.32559055,0.32182398,0.35258546,3,3,3.95,270400.0,HOLD,-0.012658227848101333,0.026994914,0.35258546,0.026994914,2026-06-08 20:08:43
model3,2025-03-14,FCM,BUY,HOLD,0.30495012,0.34406248,0.3509874,3,3,3.94,163700.0,HOLD,-0.015228426395939132,0.046037287,0.3509874,0.046037287,2026-06-08 20:08:43
model3,2025-03-17,FCM,HOLD,HOLD,0.33259797,0.37004402,0.29735804,3,3,4.06,260200.0,SELL,-0.07881773399014769,-0.035239935,0.37004402,-0.035239935,2026-06-08 20:08:43
model3,2025-03-18,FCM,HOLD,HOLD,0.31980655,0.35106364,0.32912984,3,3,4.0,139600.0,SELL,-0.0675,0.009323299,0.35106364,0.009323299,2026-06-08 20:08:43
model3,2025-03-19,FCM,HOLD,HOLD,0.33163998,0.34220785,0.32615224,3,3,3.94,165000.0,SELL,-0.06852791878172593,-0.00548774,0.34220785,-0.00548774,2026-06-08 20:08:43
model3,2025-03-20,FCM,HOLD,HOLD,0.32836288,0.34359384,0.32804325,3,3,3.9,207500.0,SELL,-0.07948717948717954,-0.0003196299,0.34359384,-0.0003196299,2026-06-08 20:08:43
model3,2025-03-21,FCM,HOLD,HOLD,0.3076317,0.3841117,0.30825657,3,3,3.88,154800.0,SELL,-0.07474226804123707,0.0006248653,0.3841117,0.0006248653,2026-06-08 20:08:43
model3,2025-03-24,FCM,SELL,HOLD,0.40454766,0.28752768,0.3079246,3,3,3.74,276100.0,SELL,-0.02941176470588247,-0.09662306,0.40454766,-0.09662306,2026-06-08 20:08:43
model3,2025-03-25,FCM,SELL,HOLD,0.37531498,0.30705273,0.31763235,3,3,3.73,388400.0,BUY,0.04021447721179627,-0.057682633,0.37531498,-0.057682633,2026-06-08 20:08:43
model3,2025-03-26,FCM,SELL,HOLD,0.3591887,0.31842348,0.32238784,3,3,3.67,145800.0,BUY,0.12806539509536785,-0.03680086,0.3591887,-0.03680086,2026-06-08 20:08:43
model3,2025-03-27,FCM,SELL,HOLD,0.41916254,0.2908544,0.28998306,3,3,3.59,100400.0,BUY,0.07799442896935949,-0.12917948,0.41916254,-0.12917948,2026-06-08 20:08:43
model3,2025-03-28,FCM,HOLD,HOLD,0.32229805,0.35066092,0.32704103,3,3,3.59,126300.0,BUY,0.1532033426183843,0.00474298,0.35066092,0.00474298,2026-06-08 20:08:43
model3,2025-03-31,FCM,SELL,HOLD,0.35092357,0.34276062,0.30631584,3,3,3.63,183000.0,BUY,0.06060606060606055,-0.04460773,0.35092357,-0.04460773,2026-06-08 20:08:43
model3,2025-04-01,FCM,SELL,HOLD,0.42813367,0.27931806,0.29254833,3,3,3.88,401200.0,SELL,-0.07216494845360821,-0.13558534,0.42813367,-0.13558534,2026-06-08 20:08:43
model3,2025-04-02,FCM,HOLD,HOLD,0.31827456,0.34460446,0.33712098,3,3,4.14,400000.0,SELL,-0.07004830917874383,0.018846422,0.34460446,0.018846422,2026-06-08 20:08:43
model3,2025-04-03,FCM,SELL,HOLD,0.40586615,0.29567778,0.2984561,3,3,3.87,1048400.0,HOLD,-0.007751937984496138,-0.10741004,0.40586615,-0.10741004,2026-06-08 20:08:43
model3,2025-04-04,FCM,SELL,HOLD,0.50472003,0.20941465,0.28586534,3,3,4.14,424400.0,SELL,-0.0628019323671497,-0.2188547,0.50472003,-0.2188547,2026-06-08 20:08:43
model3,2025-04-08,FCM,SELL,HOLD,0.396671,0.27068022,0.33264875,3,3,3.85,898500.0,HOLD,-0.020779220779220786,-0.06402224,0.396671,-0.06402224,2026-06-08 20:08:43
model3,2025-04-09,FCM,BUY,HOLD,0.35339302,0.24156111,0.4050459,3,3,3.6,241900.0,BUY,0.04444444444444429,0.05165288,0.4050459,0.05165288,2026-06-08 20:08:43
model3,2025-04-10,FCM,SELL,HOLD,0.35926512,0.3001733,0.34056154,3,3,3.85,51500.0,HOLD,-0.020779220779220786,-0.01870358,0.35926512,-0.01870358,2026-06-08 20:08:43
model3,2025-04-11,FCM,SELL,HOLD,0.40004936,0.3019375,0.2980131,3,3,3.84,556300.0,HOLD,-0.01302083333333326,-0.10203627,0.40004936,-0.10203627,2026-06-08 20:08:43
model3,2025-04-14,FCM,SELL,HOLD,0.36775193,0.33528042,0.29696763,3,3,3.88,187100.0,SELL,-0.036082474226803996,-0.0707843,0.36775193,-0.0707843,2026-06-08 20:08:43
model3,2025-04-15,FCM,HOLD,HOLD,0.33383662,0.35961446,0.30654895,3,3,3.77,182300.0,SELL,-0.06100795755968169,-0.027287662,0.35961446,-0.027287662,2026-06-08 20:08:43
model3,2025-04-16,FCM,HOLD,HOLD,0.2878025,0.38265958,0.32953796,3,3,3.76,83100.0,SELL,-0.029255319148936088,0.04173547,0.38265958,0.04173547,2026-06-08 20:08:43
model3,2025-04-17,FCM,HOLD,HOLD,0.28149125,0.37238237,0.3461264,3,3,3.77,123200.0,SELL,-0.03183023872679047,0.06463516,0.37238237,0.06463516,2026-06-08 20:08:43
model3,2025-04-18,FCM,HOLD,HOLD,0.2169311,0.41533905,0.36772987,3,3,3.79,231000.0,HOLD,-0.01319261213720313,0.15079877,0.41533905,0.15079877,2026-06-08 20:08:43
model3,2025-04-21,FCM,HOLD,HOLD,0.29994383,0.41712177,0.2829344,3,3,3.74,137200.0,HOLD,0.0053475935828875,-0.017009437,0.41712177,-0.017009437,2026-06-08 20:08:43
model3,2025-04-22,FCM,SELL,HOLD,0.34395736,0.31852534,0.3375173,3,3,3.54,350400.0,BUY,0.05649717514124308,-0.0064400733,0.34395736,-0.0064400733,2026-06-08 20:08:43
model3,2025-04-23,FCM,SELL,HOLD,0.38669917,0.34827185,0.26502898,3,3,3.65,105300.0,HOLD,0.010958904109588996,-0.12167019,0.38669917,-0.12167019,2026-06-08 20:08:43
model3,2025-04-24,FCM,HOLD,HOLD,0.2952599,0.4065882,0.29815197,3,3,3.65,67800.0,HOLD,0.013698630136986356,0.002892077,0.4065882,0.002892077,2026-06-08 20:08:43
model3,2025-04-25,FCM,HOLD,HOLD,0.36085656,0.3676592,0.27148423,3,3,3.74,147700.0,HOLD,-0.018716577540107027,-0.08937234,0.3676592,-0.08937234,2026-06-08 20:08:43
model3,2025-04-28,FCM,SELL,HOLD,0.38849908,0.3549932,0.25650775,3,3,3.76,64300.0,SELL,-0.02659574468085102,-0.13199133,0.38849908,-0.13199133,2026-06-08 20:08:43
model3,2025-04-29,FCM,HOLD,HOLD,0.31978172,0.41465735,0.2655609,3,3,3.74,63300.0,HOLD,-0.018716577540107027,-0.054220825,0.41465735,-0.054220825,2026-06-08 20:08:43
model3,2025-05-05,FCM,HOLD,HOLD,0.2749892,0.40943563,0.31557518,3,3,3.69,89900.0,HOLD,0.008130081300813163,0.040585995,0.40943563,0.040585995,2026-06-08 20:08:43
model3,2025-05-06,FCM,HOLD,HOLD,0.25786713,0.39802128,0.3441116,3,3,3.7,124000.0,HOLD,0.018918918918918948,0.086244464,0.39802128,0.086244464,2026-06-08 20:08:43
model3,2025-05-07,FCM,HOLD,HOLD,0.22628194,0.49624014,0.2774779,3,3,3.67,49100.0,HOLD,0.02452316076294281,0.05119595,0.49624014,0.05119595,2026-06-08 20:08:43
model3,2025-05-08,FCM,HOLD,HOLD,0.25559026,0.43543088,0.30897892,3,3,3.66,115200.0,HOLD,0.010928961748633892,0.053388655,0.43543088,0.053388655,2026-06-08 20:08:43
model3,2025-05-09,FCM,HOLD,HOLD,0.20507285,0.5013236,0.29360363,3,3,3.67,128200.0,HOLD,-0.0027247956403269047,0.08853078,0.5013236,0.08853078,2026-06-08 20:08:43
model3,2025-05-12,FCM,HOLD,HOLD,0.20915104,0.5306896,0.26015934,3,3,3.72,129900.0,HOLD,-0.021505376344086002,0.0510083,0.5306896,0.0510083,2026-06-08 20:08:43
model3,2025-05-13,FCM,HOLD,HOLD,0.25680068,0.47982275,0.26337653,3,3,3.77,242100.0,BUY,0.02917771883289122,0.0065758526,0.47982275,0.0065758526,2026-06-08 20:08:43
model3,2025-05-14,FCM,HOLD,HOLD,0.1763134,0.56875163,0.25493497,3,3,3.76,190000.0,BUY,0.04521276595744683,0.07862157,0.56875163,0.07862157,2026-06-08 20:08:43
model3,2025-05-15,FCM,HOLD,HOLD,0.16039258,0.58056843,0.259039,3,3,3.7,165900.0,HOLD,0.021621621621621623,0.09864643,0.58056843,0.09864643,2026-06-08 20:08:43
model3,2025-05-16,FCM,HOLD,HOLD,0.15171088,0.59482497,0.25346413,3,3,3.66,178800.0,HOLD,0.0,0.10175325,0.59482497,0.10175325,2026-06-08 20:08:43
model3,2025-05-19,FCM,HOLD,HOLD,0.17796893,0.56318456,0.2588465,3,3,3.64,175700.0,HOLD,0.019230769230769162,0.08087756,0.56318456,0.08087756,2026-06-08 20:08:43
model3,2025-05-20,FCM,SELL,HOLD,0.38213888,0.2998533,0.3180078,3,3,3.88,313500.0,SELL,-0.030927835051546393,-0.06413108,0.38213888,-0.06413108,2026-06-08 20:08:43
model3,2025-05-21,FCM,HOLD,HOLD,0.30650675,0.3629257,0.33056757,3,3,3.93,481100.0,SELL,-0.04580152671755733,0.024060816,0.3629257,0.024060816,2026-06-08 20:08:43
model3,2025-05-22,FCM,SELL,HOLD,0.37814546,0.3544768,0.26737773,3,3,3.78,230800.0,HOLD,-0.015873015873015817,-0.11076772,0.37814546,-0.11076772,2026-06-08 20:08:43
model3,2025-05-23,FCM,HOLD,HOLD,0.2505123,0.4450441,0.30444363,3,3,3.66,160800.0,HOLD,0.0,0.053931326,0.4450441,0.053931326,2026-06-08 20:08:43
model3,2025-05-26,FCM,HOLD,HOLD,0.23240235,0.49701717,0.2705805,3,3,3.71,126800.0,HOLD,-0.0026954177897573484,0.038178146,0.49701717,0.038178146,2026-06-08 20:08:43
model3,2025-05-27,FCM,HOLD,HOLD,0.25621605,0.4391813,0.30460265,3,3,3.76,152200.0,HOLD,-0.018617021276595702,0.048386604,0.4391813,0.048386604,2026-06-08 20:08:43
model3,2025-05-28,FCM,HOLD,HOLD,0.23991665,0.484351,0.27573237,3,3,3.75,174700.0,HOLD,-0.016000000000000014,0.035815716,0.484351,0.035815716,2026-06-08 20:08:43
model3,2025-05-29,FCM,HOLD,HOLD,0.22298428,0.54097396,0.23604175,3,3,3.72,68300.0,HOLD,0.024193548387096753,0.01305747,0.54097396,0.01305747,2026-06-08 20:08:43
model3,2025-05-30,FCM,HOLD,HOLD,0.1939077,0.5320447,0.27404764,3,3,3.66,364700.0,HOLD,0.021857923497267784,0.08013995,0.5320447,0.08013995,2026-06-08 20:08:43
model3,2025-06-02,FCM,HOLD,HOLD,0.21375602,0.5101589,0.27608508,3,3,3.7,207300.0,HOLD,-0.010810810810810811,0.062329054,0.5101589,0.062329054,2026-06-08 20:08:43
model3,2025-06-03,FCM,HOLD,HOLD,0.21269922,0.53457,0.25273082,3,3,3.69,98400.0,HOLD,-0.0027100271002709064,0.040031597,0.53457,0.040031597,2026-06-08 20:08:43
model3,2025-06-04,FCM,HOLD,HOLD,0.17943639,0.54449934,0.27606428,3,3,3.69,119300.0,HOLD,0.0,0.09662789,0.54449934,0.09662789,2026-06-08 20:08:43
model3,2025-06-05,FCM,HOLD,HOLD,0.31571025,0.40165484,0.28263494,3,3,3.81,199800.0,HOLD,-0.01837270341207342,-0.033075303,0.40165484,-0.033075303,2026-06-08 20:08:43
model3,2025-06-06,FCM,HOLD,HOLD,0.21758512,0.5253209,0.25709403,3,3,3.74,134100.0,HOLD,0.0,0.03950891,0.5253209,0.03950891,2026-06-08 20:08:43
model3,2025-06-09,FCM,HOLD,HOLD,0.19756417,0.549172,0.2532638,3,3,3.66,146200.0,HOLD,0.021857923497267784,0.05569963,0.549172,0.05569963,2026-06-08 20:08:43
model3,2025-06-10,FCM,HOLD,HOLD,0.22348878,0.5164708,0.26004043,3,3,3.68,82200.0,HOLD,0.013586956521739024,0.036551654,0.5164708,0.036551654,2026-06-08 20:08:43
model3,2025-06-11,FCM,HOLD,HOLD,0.21761997,0.53378224,0.24859782,3,3,3.69,112800.0,BUY,0.08130081300813008,0.030977845,0.53378224,0.030977845,2026-06-08 20:08:43
model3,2025-06-12,FCM,HOLD,HOLD,0.21192676,0.520578,0.2674952,3,3,3.74,251800.0,BUY,0.03475935828876997,0.055568427,0.520578,0.055568427,2026-06-08 20:08:43
model3,2025-06-13,FCM,HOLD,HOLD,0.22089566,0.5193102,0.25979415,3,3,3.74,352000.0,HOLD,0.002673796791443861,0.038898483,0.5193102,0.038898483,2026-06-08 20:08:43
model3,2025-06-16,FCM,HOLD,HOLD,0.21720234,0.5731618,0.2096359,3,3,3.74,59800.0,HOLD,0.002673796791443861,-0.007566437,0.5731618,-0.007566437,2026-06-08 20:08:43
model3,2025-06-17,FCM,HOLD,HOLD,0.16503239,0.5926058,0.2423618,3,3,3.73,124000.0,HOLD,0.008042895442359255,0.07732941,0.5926058,0.07732941,2026-06-08 20:08:43
model3,2025-06-18,FCM,SELL,HOLD,0.3697104,0.28343868,0.34685093,3,3,3.99,569700.0,SELL,-0.057644110275689275,-0.022859454,0.3697104,-0.022859454,2026-06-08 20:08:43
model3,2025-06-19,FCM,HOLD,HOLD,0.33329538,0.39939663,0.267308,3,3,3.87,119300.0,SELL,-0.02842377260981921,-0.06598738,0.39939663,-0.06598738,2026-06-08 20:08:43
model3,2025-06-20,FCM,HOLD,HOLD,0.22282292,0.4890176,0.28815946,3,3,3.75,151700.0,HOLD,0.005333333333333412,0.06533654,0.4890176,0.06533654,2026-06-08 20:08:43
model3,2025-06-23,FCM,HOLD,HOLD,0.24016702,0.49895498,0.26087797,3,3,3.75,67300.0,BUY,0.040000000000000036,0.020710945,0.49895498,0.020710945,2026-06-08 20:08:43
model3,2025-06-24,FCM,HOLD,HOLD,0.20196968,0.5246932,0.27333716,3,3,3.76,32900.0,HOLD,0.02393617021276606,0.07136747,0.5246932,0.07136747,2026-06-08 20:08:43
model3,2025-06-25,FCM,HOLD,HOLD,0.16273792,0.5245479,0.3127142,3,3,3.76,86100.0,HOLD,0.018617021276595924,0.14997627,0.5245479,0.14997627,2026-06-08 20:08:43
model3,2025-06-26,FCM,HOLD,HOLD,0.20474866,0.53490925,0.26034215,3,3,3.76,85800.0,HOLD,0.02393617021276606,0.05559349,0.53490925,0.05559349,2026-06-08 20:08:43
model3,2025-06-27,FCM,HOLD,HOLD,0.17658047,0.601133,0.22228658,3,3,3.77,44200.0,BUY,0.02652519893899208,0.04570611,0.601133,0.04570611,2026-06-08 20:08:43
model3,2025-06-30,FCM,HOLD,HOLD,0.34035367,0.35191405,0.30773225,3,3,3.9,306900.0,HOLD,0.0,-0.032621413,0.35191405,-0.032621413,2026-06-08 20:08:43
model3,2025-07-01,FCM,HOLD,HOLD,0.21305493,0.47483763,0.31210747,3,3,3.85,130500.0,HOLD,0.018181818181818077,0.09905255,0.47483763,0.09905255,2026-06-08 20:08:43
model3,2025-07-02,FCM,HOLD,HOLD,0.20407034,0.4897222,0.30620748,3,3,3.83,149200.0,BUY,0.03394255874673635,0.10213713,0.4897222,0.10213713,2026-06-08 20:08:43
